id,FEMALE,studyethraw,ETHN_CMP,do1,do2,do3,do4,do5,do6,do7,psolv1,psolv2,psolv3,psolv4,psolv5,psolv6,psolv7,psolv8,SOC_STRS,BOTHR_U,negmood1,posmood1
30622,1,3,3,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,4,1,2.8
30625,1,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,2.8,2.2
30629,1,4,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1.4,3.6
30632,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.8
30633,1,3,3,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,2,1.2,3.2
30640,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,4,2.8,1.6
30703,0,3,3,0,0,NA,1,0,0,1,0,1,1,0,0,1,0,0,1,NA,1.2,3.6
30708,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,3,1.2,3.6
30711,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30713,0,4,4,0,0,0,NA,1,0,1,1,1,1,1,1,1,1,0,1,1,1.2,3.4
30724,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1.6,2.8
30726,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30728,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30801,1,4,4,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,3,2.2,3.2
30802,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30810,1,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,3.6
30811,1,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2.6
30812,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4,2
30815,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4,2
30820,1,4,4,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1.6,3.4
30823,1,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,3.4,2.2
30824,1,4,4,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,3.4
30827,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,3.6
30828,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30830,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.2,3
30832,1,3,3,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,3,1.6,3.2
30834,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2.8
30903,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.8,2.2
30905,0,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5,3.8,2
30907,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.4
30908,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30909,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31004,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.2,1.8
31007,0,4,4,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,3.8
31011,1,3,3,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,3,2.6,2.4
31103,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2.6,1.2
31104,1,3,3,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,2,1.2,3.2
31105,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31108,1,8,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1.4,3.2
31109,1,3,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2.8
31110,1,4,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,5,1.6,3.6
31113,1,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,5,1.6,2.6
31115,0,7,5,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1.6,3.2
31116,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31117,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31202,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31204,0,3,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1.6,3.4
31206,1,8,5,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,5,3.6,2.2
31207,1,5,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,4,1.4,4
31210,1,3,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1.4,3.2
31214,1,3,3,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,4,2.4,3.4
31310,0,3,3,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,3,2.4,3.4
31313,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31315,1,3,3,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,2,1,3.8
31404,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31406,1,4,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,3,2.2,2.4
31413,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6,3.4
31419,1,4,4,0,0,1,1,1,0,NA,0,1,0,0,0,1,1,0,1,1,1.4,3
31428,0,3,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2.8
31430,0,4,4,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,3,2,2.75
31501,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31503,0,4,4,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,4
31507,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31598,1,4,4,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1.2,3.6
31603,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31604,1,4,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,3
31608,0,4,4,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,3.6
31610,0,4,4,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,2,1.6,3
31614,0,4,4,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,3.8
31615,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1.8,2
31616,1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6,2.6
31619,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,2,1,3
32101,1,3,3,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,5,2.2,2.6
32103,1,3,3,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,3,1.8,3.8
32104,0,3,3,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,3,2.6,2.2
32105,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32106,1,7,5,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,4,2.4,3
32107,1,3,3,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,2.4,3.2
32108,1,3,3,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,3,3,2.8
32110,0,8,5,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,2,1.4,3.2
32113,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32115,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32301,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32303,0,3,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,4,3.8,1.8
32305,0,3,3,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,4,1,3.8
32307,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2.8
32309,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.2,3.4
32310,1,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,3,2.6,2.6
32315,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32316,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32317,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,3.8
32319,1,3,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,2,3.2
32323,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32325,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32602,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.8,2.4
32606,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32607,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32608,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32609,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32611,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32614,1,3,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.8,3.6
33201,0,3,3,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,2,1.8,3.8
33205,0,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,2,2.4
33207,0,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1.4,3.6
33209,NA,2,2,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,2,1.4,3.2
33211,0,3,3,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,2,2.6,2.2
33213,0,3,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,4,1,4
33214,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1.6,3.4
33215,0,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1.4
33216,0,8,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,3.2
33219,0,5,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2,1,3.4
33222,0,5,2,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,2,2.4,2.6
33223,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,3.4,2.8
33224,0,3,3,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,3,1.6,3.4
34201,1,7,5,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,4,1.2,3.6
34208,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2.4,2.4
34211,0,6,5,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,2,1,3
34213,0,4,4,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,1,1,1.6,3.2
34214,0,3,3,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,3,2.6,1.8
34219,1,3,3,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,5,2.8,2.4
34221,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34404,1,5,2,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1.2,2.4
34405,1,6,5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,2,3
34406,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34407,1,3,3,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,2,1.2,3
34410,0,3,3,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,2,2.2,2.2
34416,1,3,3,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,2,1.8,3
34417,0,3,3,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1.2,3.8
34502,0,4,4,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,2,2,3.8
34505,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34506,1,3,3,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,3,2.8,3.4
34507,1,3,3,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2.6,3.2
34508,0,4,4,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1.2,3.6
34511,0,3,3,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1.4,2.2
34513,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,1.4,3.2
34515,0,4,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1.8,3.6
34518,1,4,4,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,4,1.4,3.2
34702,1,8,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8,2.4
34705,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,3,2.4,2.6
34706,0,3,3,0,0,0,1,1,0,0,NA,1,0,0,1,1,1,0,0,2,1.6,3.4
34707,NA,3,3,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,NA,1,1.8,2.4
34712,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6,3.4
34714,0,4,4,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,2,1,3
34715,0,3,3,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,2,1,3
34801,1,4,4,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,2,2,3
34803,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,3.6
34807,1,3,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1.6,2.8
34811,1,7,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,5,2.4,2.6
34814,0,3,3,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1.6,3
34820,1,3,3,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1.2,4
35301,1,3,3,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,2,2.4,2.2
35315,1,4,4,1,0,NA,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2.4,3
35319,0,3,3,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,3.6
35323,1,3,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1.4,4
35324,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,NA,1.6,3.2
35401,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1.2,2.6
35402,1,3,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,3,2,3.4
35411,1,3,3,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,2,1.2,2.8
35412,1,3,3,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,4
35413,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.4,4
35415,1,5,2,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,2,2.2,3.2
35511,1,3,3,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1,3.8
35512,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35514,0,4,4,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,2,1.8,3.4
35515,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35520,1,2,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,3.8
36102,1,3,3,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1.8,4
36104,1,3,3,1,0,1,1,0,1,1,1,1,1,1,0,1,NA,0,1,4,3.8,2.4
36106,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,3.2
36116,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.6,2
36117,0,3,3,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,3,1,3.8
36607,0,6,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,2.8,2.2
36612,0,3,3,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,2,1,3.6
36615,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36617,0,3,3,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,2,2,3.2
36702,1,2,2,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,NA,1,3.8
36703,0,4,4,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,2,1,4
36706,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,3.2
36709,1,3,3,1,0,1,1,0,0,1,1,0,1,NA,NA,1,1,NA,1,1,1.2,3.25
36710,0,4,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,3,1,4
36711,0,3,3,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,4,1.4,2.8
36713,1,8,5,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,4,2,3
36715,0,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.4,3.8
36802,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36803,1,3,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,2,4
36804,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3.6
36805,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2.8
36810,0,3,3,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,2,1,3
36813,NA,8,5,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1.4,2.4
36815,1,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1.4,2.6
37003,0,3,3,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,3,2,3
37006,1,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1.6
37010,0,3,3,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,4,1.8,3.4
37014,1,3,3,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,2,1.2,3
37017,0,4,4,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,2,1.2,4
37019,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37028,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37029,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37041,0,4,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,3
37045,0,4,4,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,2,2.2,2.8
37048,1,4,4,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,3,2,2.6
